fuel_type,body_type,km_driven,owner,price,manufacturing_year,link,features,oem,model,registration_year,Mileage,Seats,transmission,variantName,City
Petrol,SUV,40000,Second Owner,320000,2017,https://www.cardekho.com/used-car-details/used-Mahindra-Kuv-100-Mfalcon-G80-K8-cars-Chennai_43660a51-c81e-4198-9386-69da471aa5e6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra KUV 100,2017,18.15,6,Manual,mFALCON G80 K8,Chennai
Petrol,Hatchback,60000,Second Owner,200000,2014,https://www.cardekho.com/used-car-details/used-Hyundai-Eon-Era-Plus-cars-Chennai_cab358e5-5191-4dea-b85c-6a03cc4a7edc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",Hyundai,Hyundai EON,2014,21.1,5,Manual,Era Plus,Chennai
Petrol,Sedan,90000,Fifth Owner,145000,2008,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-1.6-I-Abs-cars-Chennai_5ffe6f84-7869-4906-8d0a-895e4cea6a51.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",Hyundai,Hyundai Verna,2008,13.9,5,Manual,1.6 i ABS,Chennai
Petrol,Hatchback,80000,Fourth Owner,200000,2011,https://www.cardekho.com/used-car-details/used-Maruti-A-star-At-Vxi-cars-Chennai_dc5eb433-5466-4b83-a768-53486da7e712.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti A-Star,2011,16.98,5,Automatic,AT VXI,Chennai
Petrol,MUV,30000,Second Owner,1025000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Vxi-At-cars-Chennai_e06d5fba-b459-4664-87f7-7ff047b2b77b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Maruti,Maruti Ertiga,2020,17.99,7,Automatic,VXI AT,Chennai
Diesel,Hatchback,60000,Third Owner,50000,2007,https://www.cardekho.com/used-car-details/used-Tata-Indica-Dls-cars-Chennai_bb827365-0f57-4c39-93ee-1cf19c08c701.htm,"Remote Fuel Lid Opener, Low Fuel Warning Light, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Child Safety Locks, Day Night Rear View Mirror",Tata,Tata Indica,2007,17.2,5,Manual,DLS,Chennai
Petrol,SUV,20000,First Owner,1300000,2022,https://www.cardekho.com/used-car-details/used-Skoda-Kushaq-1.0-Tsi-Ambition-At-Bsvi-cars-Chennai_747a5386-3e2b-4094-8b62-3174c3d90c9a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Skoda,Skoda Kushaq,2022,17.2,5,Automatic,1.0 TSI Ambition AT BSVI,Chennai
Petrol,Sedan,90000,Third Owner,231999,2012,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-Ipl-Ii-Petrol-Highline-cars-Chennai_80a6b922-0340-4359-a06a-e554ae7ee8e0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Volkswagen,Volkswagen Vento,2012,15.8,5,Manual,IPL II Petrol Highline,Chennai
Petrol,MUV,30000,First Owner,985000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Zxi-Plus-Petrol-cars-Chennai_5fab024f-bb04-497c-be6a-b9558f705512.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Maruti,Maruti Ertiga,2019,19.34,7,Manual,ZXI Plus Petrol,Chennai
Diesel,SUV,30000,First Owner,800000,2021,https://www.cardekho.com/used-car-details/used-Tata-Nexon-Xe-Diesel-cars-Chennai_653301ea-e132-48a4-afb6-1479b96df26c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist",Tata,Tata Nexon,2021,21.5,5,Manual,XE Diesel,Chennai
Diesel,Sedan,50000,Second Owner,1500000,2016,https://www.cardekho.com/used-car-details/used-Audi-A3-35-Tdi-Premium-cars-Chennai_67c22f54-8fca-4592-be84-82fb06396b71.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Audi,Audi A3,2016,20.38,5,Automatic,35 TDI Premium,Chennai
Petrol,Hatchback,80000,Third Owner,170000,2011,https://www.cardekho.com/used-car-details/used-Ford-Figo-Petrol-Zxi-cars-Chennai_8db5fdcf-8b91-4f4e-a5e9-1fe8499c0aa0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Ford,Ford Figo,2011,15.6,5,Manual,Petrol ZXI,Chennai
Petrol,Hatchback,20000,Third Owner,570000,2020,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Nios-Amt-Sportz-cars-Chennai_78eab088-ed86-4afe-a22d-bd2ca665ba5a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Grand i10 Nios,2020,20.7,5,Automatic,AMT Sportz,Chennai
Petrol,Sedan,90000,Third Owner,200000,2010,https://www.cardekho.com/used-car-details/used-Maruti-Sx4-Zxi-Bsiii-cars-Chennai_c951105a-2694-4a3d-b642-849a67aefbfe.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti SX4,2010,15,5,Manual,Zxi BSIII,Chennai
Diesel,Hatchback,100000,Second Owner,175000,2011,https://www.cardekho.com/used-car-details/used-Ford-Figo-Diesel-Titanium-cars-Chennai_38ceac85-9dc7-4ac2-9ad2-ce9c9fec12af.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Ford,Ford Figo,2011,20,5,Manual,Diesel Titanium,Chennai
Petrol,Minivans,20000,First Owner,470000,2021,https://www.cardekho.com/used-car-details/used-Maruti-Eeco-7-Seater-Std-2020-2022-cars-Chennai_d324e5f4-acea-4835-8cec-2df049950dac.htm,"Accessory Power Outlet, Rear Seat Headrest, Heater, Digital Odometer, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Maruti,Maruti Eeco,2021,16.11,7,Manual,7 Seater STD 2020-2022,Chennai
Diesel,Hatchback,80000,Third Owner,200000,2015,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-Ldi-cars-Chennai_d9b8a72a-8876-4d20-a36a-54e51c398d4d.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Ritz,2015,23.2,5,Manual,LDi,Chennai
Diesel,Hatchback,65991,0th Owner,395000,2013,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Ldi-cars-Chennai_4cec6783-3272-4617-9bcd-9e42fad96a13.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Swift,2015.788,22.9,5,Manual,LDI,Chennai
Petrol,Sedan,22421,0th Owner,640000,2019,https://www.cardekho.com/used-car-details/used-Honda-Amaze-S-Cvt-Petrol-Bsiv-cars-Chennai_15770ab9-fcca-4d7e-a5b4-ff79d070402c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Honda,Honda Amaze,2015.788,19,5,Automatic,S CVT Petrol BSIV,Chennai
Diesel,Hatchback,83045,0th Owner,135000,2009,https://www.cardekho.com/used-car-details/used-Tata-Indica-Terra-1.4-Tdi-cars-Chennai_2d988b18-7647-48bd-8a14-aa02122995ef.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Tata,Tata Indica,2015.788,17,5,Manual,Terra 1.4 TDI,Chennai
Petrol,Hatchback,86715,0th Owner,170000,2008,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Magna-1.2-cars-Chennai_dd3f28c6-6fc0-42c1-b315-70cc7bfdaac1.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",Hyundai,Hyundai i10,2015.788,20.36,5,Manual,Magna 1.2,Chennai
Petrol,Hatchback,77032,0th Owner,195000,2008,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Magna-1.1-cars-Chennai_a7b922c2-d88e-4897-a58e-ea45dd3941c5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Hyundai,Hyundai i10,2015.788,19.81,5,Manual,Magna 1.1,Chennai
Diesel,Sedan,89545,0th Owner,310000,2010,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-Diesel-Highline-cars-Chennai_22371c58-b987-46b2-aa88-0a36cf593e75.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Vento,2015.788,20.54,5,Manual,Diesel Highline,Chennai
Petrol,SUV,15000,0th Owner,4400000,2022,https://www.cardekho.com/used-car-details/used-Audi-Q3-Technology-Bsvi-cars-Gurgaon_b92cfd1d-0f3b-4f09-8146-29d5e4696ae0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Adjustable Seats, Tyre Pressure Monitor, Touch Screen",Audi,Audi Q3,2015.788,18.776,5,Automatic,Technology BSVI,Chennai
Petrol,SUV,7087,0th Owner,972000,2022,https://www.cardekho.com/used-car-details/used-Renault-Kiger-Rxz-Turbo-cars-Chennai_3cb6563a-2115-4a48-abf8-055a86a64196.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault Kiger,2015.788,20.5,5,Manual,RXZ Turbo,Chennai
Diesel,SUV,10000,First Owner,1900000,2022,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Gtx-Plus-Diesel-At-cars-Gurgaon_d4aa1aa7-0fbb-4da0-8aad-4644c5a32df8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Kia,Kia Seltos,2022,18,5,Automatic,GTX Plus Diesel AT,Delhi
Petrol,SUV,60000,First Owner,765000,2017,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Vtvt-E-Plus-cars-New-Delhi_b2871953-ac15-4afc-aae2-c4a2807152f9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Creta,2017,15.29,5,Manual,1.6 VTVT E Plus,Delhi
Diesel,SUV,29000,First Owner,900000,2013,https://www.cardekho.com/used-car-details/used-Bmw-X1-Sdrive-20d-Sportline-cars-New-Delhi_02a4adde-80ae-4d7c-849d-9e741b192783.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",BMW,BMW X1,2013,17.05,5,Automatic,sDrive 20d Sportline,Delhi
Diesel,SUV,150000,First Owner,350000,2013,https://www.cardekho.com/used-car-details/used-Tata-Safari-Storme-Ex-cars-Gurgaon_e6ecd92a-4348-49e0-b3bc-805f0cb29217.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking",Tata,Tata Safari Storme,2013,14,7,Manual,EX,Delhi
Petrol,Hatchback,43000,First Owner,120000,2008,https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-1.1-Lxi-Bsiii-cars-New-Delhi_5312bbac-7677-47b0-ab22-689af44d6861.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Integrated Antenna",Maruti,Maruti Zen Estilo,2008,18.2,5,Manual,1.1 LXI BSIII,Delhi
Petrol,Hatchback,8000,First Owner,750000,2022,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Nios-Sportz-cars-Gurgaon_f43731b4-462e-477d-9214-d1a2ad9dcf10.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Grand i10 Nios,2022,20.7,5,Manual,Sportz,Delhi
Petrol,SUV,70000,Second Owner,850000,2019,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Vtvt-Sx-Plus-cars-Gurgaon_870a4784-d73e-47c4-a468-f6d4ac5f400b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Creta,2019,13,5,Manual,1.6 VTVT SX Plus,Delhi
Diesel,SUV,20000,First Owner,1300000,2020,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W7-cars-New-Delhi_060ebe82-6955-4835-ab3f-948f7ecb8475.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra XUV500,2020,15.1,7,Manual,W7,Delhi
Diesel,SUV,60000,First Owner,1000000,2017,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Crdi-At-Sx-Plus-cars-Noida_944d25ae-9b6f-4277-a410-944e05087346.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Creta,2017,17.01,5,Automatic,1.6 CRDi AT SX Plus,Delhi
Petrol,SUV,10000,First Owner,2050000,2022,https://www.cardekho.com/used-car-details/used-Mg-Hector-Plus-Sharp-Hybrid-Mt-cars-Noida_bef04a5c-68bc-4a06-8e20-b4c1fdc48f3a.htm,"Power Windows Front, Power Windows Rear, Electronic Multi Tripmeter, Leather Seats, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Radio",MG,MG Hector Plus,2022,14.025,6,Manual,Sharp Hybrid MT,Delhi
Petrol,Sedan,90000,First Owner,340000,2016,https://www.cardekho.com/used-car-details/used-Honda-Amaze-Sx-I-Vtec-cars-Gurgaon_66166843-d9cf-4db1-9076-9148cf1ce676.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Honda,Honda Amaze,2016,17.8,5,Manual,SX i VTEC,Delhi
Petrol,Sedan,50000,First Owner,300000,2009,https://www.cardekho.com/used-car-details/used-Toyota-Corolla-Altis-1.8-Vl-At-cars-New-Delhi_9a3ece0f-945d-42ef-b799-f61c1e4187b0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Toyota,Toyota Corolla Altis,2009,14.53,5,Automatic,1.8 VL AT,Delhi
Petrol,Hatchback,40000,First Owner,120000,2008,https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-1.1-Lxi-Bsiii-cars-New-Delhi_439f3948-75c6-491b-92c9-6cd6251c9b62.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Integrated Antenna",Maruti,Maruti Zen Estilo,2008,18.2,5,Manual,1.1 LXI BSIII,Delhi
Petrol,Hatchback,120000,Third Owner,90000,2006,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-cars-New-Delhi_bfb452b0-c01e-4e0a-b1bc-ec2410068a3a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2006,18.9,5,Manual,LXI,Delhi
Diesel,Sedan,60000,First Owner,409999,2014,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Ghaziabad_5e0d8651-76b2-4bb8-a757-a8a20d46695d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Swift Dzire,2014,23.4,5,Manual,VDI,Delhi
Diesel,SUV,40000,Third Owner,1250000,2019,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-S7-140-Bsiv-cars-New-Delhi_5ae272f4-1bf6-4624-8ef1-21ff857cdadd.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra,Mahindra Scorpio,2019,16.36,7,Manual,S7 140 BSIV,Delhi
Diesel,SUV,100000,Third Owner,850000,2017,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W6-1.99-Mhawk-cars-Gurgaon_3458e5e2-e9ad-4aae-8623-a525d3fe2664.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Mahindra,Mahindra XUV500,2017,16,7,Manual,W6 1.99 mHawk,Delhi
Diesel,Sedan,110000,First Owner,350000,2015,https://www.cardekho.com/used-car-details/used-Fiat-Linea-Emotion-(diesel)-cars-Gurgaon_efef6424-9f4f-41e8-b14a-ef3a4c3c2c9d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Fiat,Fiat Linea,2015,20.4,5,Manual,Emotion (Diesel),Delhi
Petrol,Hatchback,20000,First Owner,459999,2021,https://www.cardekho.com/used-car-details/used-Renault-Kwid-Rxl-cars-New-Delhi_49519161-d497-4d8c-952c-fddf65a60d44.htm,"Power Steering, Low Fuel Warning Light, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Renault,Renault KWID,2021,22.25,5,Manual,RXL,Delhi
Diesel,SUV,50000,First Owner,1800000,2015,https://www.cardekho.com/used-car-details/used-Audi-Q5-2.0-Tdi-cars-New-Delhi_4eba8afd-2fb2-4892-8b99-d9c9715e265f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Audi,Audi Q5,2015,14.16,5,Automatic,2.0 TDI,Delhi
Petrol,Hatchback,30000,First Owner,580000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-1.2-Zeta-Bsiv-cars-New-Delhi_5e113730-ea47-4afd-a2c5-8e785d6a1a78.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Ignis,2020,20.89,5,Manual,1.2 Zeta BSIV,Delhi
Cng,MUV,40000,First Owner,1100000,2021,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Cng-Vxi-cars-Ghaziabad_f9ac9a32-2adc-4dc5-a63f-476df5534dd9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Maruti,Maruti Ertiga,2021,26.08,7,Manual,CNG VXI,Delhi
Petrol,Hatchback,60000,First Owner,611000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-New-Delhi_9b5ff896-1cb7-4994-9008-de1814866497.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Baleno,2019,21.4,5,Manual,1.2 Delta,Delhi
Diesel,SUV,50000,First Owner,575000,2016,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Zdi-cars-New-Delhi_64979830-fb79-4ace-95b8-6fcf5bf417f5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2016,24.3,5,Manual,ZDi,Delhi
Petrol,SUV,10000,First Owner,1500000,2023,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-N-Z4-cars-New-Delhi_00b0029b-bb2f-46d4-807e-4cf11adc6206.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra Scorpio N,2023,18.840127118644066,7,Manual,Z4,Delhi
